job_title_normalized,category_clean,experience_bucket,state_region,avg_salary_myr
Teacher / Educator,Education And Training,1-3,Kedah,1650.0
Direct Sales / Advisors / Consultants,Sales,1-3,Johor,4200.0
Marketing / Brand,"Advertising, Arts And Media",Intern/<1,Kuala Lumpur,3750.0
Manufacturing Management,"Manufacturing, Transport And Logistics",4-5,Penang,9450.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Sarawak,3000.0
General - Marketing & Comms,Marketing And Communications,4-5,Selangor,5250.0
Special Education / Therapy,Education And Training,Intern/<1,Selangor,3000.0
Business Development / Corporate Sales,Sales,6-10,Selangor,7500.0
General - Accounting,Accounting,1-3,Johor,8250.0
Marketing Operations & Support,Marketing And Communications,1-3,Negeri Sembilan,1900.0
Content / Copywriting,"Advertising, Arts And Media",Intern/<1,Penang,5500.0
Secretary / Personal Assistant,Administration And Office Support,Intern/<1,Kuala Lumpur,4400.0
Teacher / Educator,Education And Training,4-5,Johor,2350.0
General - Marketing & Comms,Marketing And Communications,1-3,Sarawak,3500.0
Technician,Engineering,Intern/<1,Kuala Lumpur,2500.0
Nurse,Healthcare And Medical,1-3,Kuala Lumpur,2500.0
Nurse,Healthcare And Medical,Intern/<1,Kedah,3500.0
General - Accounting,Accounting,1-3,Kedah,4250.0
Content / Copywriting,"Advertising, Arts And Media",Intern/<1,Kedah,2500.0
Marketing Operations & Support,Marketing And Communications,1-3,Penang,3200.0
Customer Service Representative / Agent,Call Centre And Customer Service,1-3,Johor,2700.0
Nutritionist / Dietitian,Healthcare And Medical,10+,Kuala Lumpur,6000.0
General - Accounting,Accounting,1-3,Selangor,5200.0
Direct Sales / Advisors / Consultants,Sales,1-3,Kuala Lumpur,5150.0
Engineer,Engineering,4-5,Kedah,10000.0
Software Developer,Information And Communication Technology,4-5,Kuala Lumpur,9500.0
General - Marketing & Comms,Marketing And Communications,1-3,Selangor,3050.0
Administration & Assistance,Retail And Consumer Products,1-3,Melaka,2100.0
Marketing Operations & Support,Marketing And Communications,4-5,Kuala Lumpur,17500.0
General - Sales,Sales,1-3,Selangor,5700.0
Graphic / Visual Designer,Design And Architecture,Intern/<1,Sarawak,2500.0
General - IT,Information And Communication Technology,1-3,Selangor,37710.0
HR Executive,Human Resources And Recruitment,1-3,Negeri Sembilan,3250.0
General - Retail,Retail And Consumer Products,1-3,Putrajaya,2250.0
IT Support / Service Desk,Information And Communication Technology,1-3,Johor,3750.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Sabah,1850.0
IT Manager,Information And Communication Technology,6-10,Kuala Lumpur,11500.0
Retail Management & Leadership,Retail And Consumer Products,1-3,Sabah,3350.0
General - Education,Education And Training,1-3,Perak,1850.0
General - Sales,Sales,1-3,Kuala Lumpur,2800.0
Internship - Accounting,Accounting,1-3,Selangor,675.0
Accountant / Full Set Accounting,Accounting,1-3,Sarawak,3500.0
Accountant / Full Set Accounting,Accounting,4-5,Selangor,7000.0
Content & Copywriting,Marketing And Communications,1-3,Selangor,2900.0
Technician,Engineering,1-3,Penang,3333.5
General - Customer Service,Call Centre And Customer Service,Intern/<1,Selangor,8150.0
General - Healthcare,Healthcare And Medical,Intern/<1,Selangor,2250.0
Management / Leadership,Sales,Intern/<1,Johor,8333.5
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",1-3,Selangor,3050.0
Qa / Software Testing Specialist,Information And Communication Technology,1-3,Kuala Lumpur,4350.0
General - Accounting,Accounting,4-5,Selangor,13500.0
Technician,Engineering,1-3,Sabah,2150.0
Accountant / Full Set Accounting,Accounting,1-3,Negeri Sembilan,3000.0
General - Advertising / Media,"Advertising, Arts And Media",1-3,Selangor,2500.0
Vr / Games / Recreation Staff,Sport And Recreation,1-3,Johor,2400.0
Medical / Clinic Support,Healthcare And Medical,4-5,Sarawak,3000.0
Direct Sales / Advisors / Consultants,Sales,1-3,Johor,3300.0
Admin / Support,Accounting,4-5,Selangor,3500.0
Waiter / Waitress,Hospitality And Tourism,1-3,Johor,2750.0
General - Marketing & Comms,Marketing And Communications,Intern/<1,Kuala Lumpur,4350.0
Manufacturing Management,"Manufacturing, Transport And Logistics",10+,Negeri Sembilan,22500.0
General - Healthcare,Healthcare And Medical,1-3,Melaka,3750.0
Accountant / Full Set Accounting,Accounting,10+,Selangor,33520.0
General - Sales,Sales,4-5,Kuala Lumpur,8750.0
Logistics & Shipping,"Manufacturing, Transport And Logistics",1-3,Penang,2200.0
Data Entry / Document Control,Administration And Office Support,1-3,Selangor,4000.0
Management / Project Management - Construction,Construction,4-5,Sarawak,2550.0
Administration & Assistance,Retail And Consumer Products,Intern/<1,Putrajaya,2150.0
General - Accounting,Accounting,10+,Melaka,750.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Johor,4750.0
General - IT,Information And Communication Technology,Intern/<1,Selangor,8500.0
General - Healthcare,Healthcare And Medical,Intern/<1,Terengganu,2100.0
General - Healthcare,Healthcare And Medical,Intern/<1,Kelantan,5500.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",6-10,Johor,2250.0
Management / Project Management - Construction,Construction,1-3,Selangor,4650.0
General - Trades & Services,Trades And Services,1-3,Negeri Sembilan,2250.0
Marketing Operations & Support,Marketing And Communications,4-5,Selangor,7000.0
Management / Project Management - Construction,Construction,4-5,Pahang,3000.0
Marketing & Brand / Content,Retail And Consumer Products,Intern/<1,Selangor,3400.0
Personal / Retail Banking,Banking And Financial Services,Intern/<1,Kuala Lumpur,4200.0
Management / Project Management - Construction,Construction,1-3,Perak,2100.0
Retail Management & Leadership,Retail And Consumer Products,10+,Selangor,8750.0
Technician,Engineering,4-5,Johor,4200.0
Management / Project Management - Construction,Construction,1-3,Terengganu,3000.0
General - Accounting,Accounting,1-3,Penang,3100.0
Engineer,Engineering,4-5,Pahang,7000.0
Company Secretary,Accounting,1-3,Kuala Lumpur,4500.0
Management / Project Management - Construction,Construction,1-3,Melaka,4350.0
Interpreter / Language / Localization,Call Centre And Customer Service,Intern/<1,Kuala Lumpur,5900.0
Accountant / Full Set Accounting,Accounting,6-10,Selangor,8250.0
Marketing Operations & Support,Marketing And Communications,Intern/<1,Kuala Lumpur,1150.0
General - Accounting,Accounting,1-3,Penang,9500.0
General - Sales,Sales,1-3,Sabah,4500.0
Management / Project Management - Construction,Construction,1-3,Sabah,5500.0
HR Admin / Support,Human Resources And Recruitment,4-5,Kuala Lumpur,14036.500000000002
Supply Chain & Planning,"Manufacturing, Transport And Logistics",1-3,Putrajaya,4000.0
Marketing Management & Leadership,Marketing And Communications,1-3,Kuala Lumpur,3300.0
Multimedia / Motion Designer,Design And Architecture,1-3,Penang,4300.0
HR Executive,Human Resources And Recruitment,1-3,Johor,9000.0
Personal / Executive Assistant,Hospitality And Tourism,1-3,Penang,1000.0
Teacher / Educator,Education And Training,4-5,Selangor,2875.0
General - Accounting,Accounting,1-3,Sarawak,16000.0
Creative / Design,"Advertising, Arts And Media",1-3,Selangor,3050.0
Supervisor / Team Leader,Hospitality And Tourism,1-3,Selangor,3250.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",1-3,Penang,2400.0
Analyst / Data / Reporting,Banking And Financial Services,4-5,Kuala Lumpur,6000.0
Analyst / Data / Reporting,Banking And Financial Services,4-5,Selangor,1320.0
Management / Project Management - Construction,Construction,Intern/<1,Sarawak,3400.0
General - Customer Service,Call Centre And Customer Service,4-5,Kuala Lumpur,7000.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Johor,5250.0
Admin / Support,Education And Training,1-3,Selangor,6000.0
Customer Service / Customer Support,Administration And Office Support,Intern/<1,Melaka,2875.0
Executive - Ceo And General Management,Ceo And General Management,1-3,Terengganu,14250.0
Direct Sales / Advisors / Consultants,Sales,1-3,Terengganu,2750.0
Retail Management & Leadership,Retail And Consumer Products,1-3,Selangor,3200.0
Management / Project Management - Construction,Construction,1-3,Kelantan,3000.0
Teacher / Educator,Education And Training,1-3,Sarawak,1850.0
General - Sales,Sales,1-3,Johor,2000.0
General - Accounting,Accounting,4-5,Sarawak,7250.0
Marketing Operations & Support,Marketing And Communications,1-3,Penang,6000.0
General - Sales,Sales,1-3,Selangor,616.0
Marketing Management & Leadership,Marketing And Communications,4-5,Kuala Lumpur,6250.0
Nurse,Healthcare And Medical,1-3,Selangor,5000.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Sabah,2250.0
General - Sales,Sales,1-3,Penang,3150.0
Production & Operations,"Manufacturing, Transport And Logistics",1-3,Negeri Sembilan,1950.0
Management / Leadership,Sales,1-3,Sarawak,11000.0
HR Executive,Human Resources And Recruitment,4-5,Sarawak,10000.0
Logistics & Shipping,"Manufacturing, Transport And Logistics",4-5,Selangor,7083.5
Relationship / Client Management,Banking And Financial Services,1-3,Sarawak,6000.0
General - Accounting,Accounting,Intern/<1,Penang,3125.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Kuala Lumpur,6750.0
IT Business / System Analyst,Information And Communication Technology,1-3,Selangor,5250.0
Administrative / Assistance,Science And Technology,1-3,Kedah,2250.0
Drafter / Cad / Bim,Design And Architecture,1-3,Pahang,2050.0
Engineer,Engineering,1-3,Kedah,4750.0
Engineer,Engineering,1-3,Johor,6666.5
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Selangor,4300.0
Operations & Support,Retail And Consumer Products,1-3,Pahang,2200.0
Administration & Assistance,Retail And Consumer Products,1-3,Pahang,2125.0
Business Development / Corporate Sales,Sales,1-3,Sabah,2250.0
General - Administration,Administration And Office Support,Intern/<1,Kuala Lumpur,3166.5
HR Executive,Human Resources And Recruitment,1-3,Selangor,2600.0
Analyst / Data / Reporting,Banking And Financial Services,Intern/<1,Selangor,3125.0
General - Trades & Services,Trades And Services,1-3,Kuala Lumpur,8500.0
General - Sales,Sales,Intern/<1,Selangor,2900.0
General - Sales,Sales,1-3,Penang,5400.0
Internship - Engineering,Engineering,1-3,Selangor,850.0
Management / Project Management - Construction,Construction,1-3,Pahang,3350.0
Graphic / Visual Designer,Design And Architecture,1-3,Kuala Lumpur,4500.0
Front Office / Guest Services,Hospitality And Tourism,Intern/<1,Penang,2350.0
Marketing Operations & Support,Marketing And Communications,1-3,Selangor,8400.0
Marketing Operations & Support,Marketing And Communications,6-10,Selangor,5250.0
General - Consulting & Strategy,Consulting And Strategy,Intern/<1,Perak,2500.0
IT Project / Pmo Role,Information And Communication Technology,Intern/<1,Penang,3500.0
General - Engineering,Engineering,1-3,Melaka,3750.0
General - Healthcare,Healthcare And Medical,1-3,Penang,2100.0
Management / Project Management - Construction,Construction,Intern/<1,Johor,5500.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Sarawak,2150.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Selangor,4750.0
Data Analyst / Data Scientist,Information And Communication Technology,1-3,Penang,4650.0
Administration & Assistance,Retail And Consumer Products,10+,Selangor,6750.0
Management / Project Management - Construction,Construction,1-3,Sabah,2500.0
Customer Service Representative / Agent,Call Centre And Customer Service,Intern/<1,Kuala Lumpur,3350.0
Library / Academic Support,Education And Training,1-3,Kuala Lumpur,29330.000000000004
Teacher / Educator,Education And Training,1-3,Kedah,3400.0
Internship - IT,Information And Communication Technology,10+,Kuala Lumpur,1200.0
General - Healthcare,Healthcare And Medical,1-3,Sabah,2100.0
Hospitality Manager,Hospitality And Tourism,1-3,Negeri Sembilan,10000.0
General - Administration,Administration And Office Support,Intern/<1,Sabah,3250.0
Technicians / Skilled Trades,Trades And Services,10+,Selangor,3000.0
Secretary / Personal Assistant,Administration And Office Support,4-5,Selangor,10000.0
General - Retail,Retail And Consumer Products,4-5,Kuala Lumpur,6000.0
Insurance Executive,Insurance And Superannuation,1-3,Selangor,3150.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Selangor,8333.333333333334
Marketing Operations & Support,Marketing And Communications,1-3,Johor,900.0
Software Developer,Information And Communication Technology,1-3,Penang,4400.0
Accountant / Full Set Accounting,Accounting,1-3,Penang,3750.0
Direct Sales / Advisors / Consultants,Sales,Intern/<1,Kuala Lumpur,3650.0
Audit / Internal Audit,Accounting,Intern/<1,Kuala Lumpur,1000.0
Office Coordinator / Executive Assistant,Administration And Office Support,Intern/<1,Kedah,8000.0
Manufacturing Management,"Manufacturing, Transport And Logistics",4-5,Penang,14500.0
Recruitment Consultant / Recruiter,Human Resources And Recruitment,1-3,Sabah,2500.0
Maintenance & Facilities,"Manufacturing, Transport And Logistics",1-3,Selangor,3500.0
Engineer,Engineering,1-3,Kuala Lumpur,8000.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",1-3,Kelantan,2250.0
Administrative / Assistance,Sales,4-5,Kuala Lumpur,5850.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Penang,4000.0
Internship - Design & Architecture,Design And Architecture,1-3,Selangor,1100.0
Marketing Operations & Support,Marketing And Communications,1-3,Perak,2750.0
Marketing Operations & Support,Marketing And Communications,4-5,Selangor,7050.0
Kitchen Helper / Steward,Hospitality And Tourism,1-3,Kelantan,1850.0
General - Engineering,Engineering,1-3,Penang,4000.0
Accountant / Full Set Accounting,Accounting,1-3,Selangor,6250.0
Secretary / Personal Assistant,Administration And Office Support,4-5,Kuala Lumpur,3250.0
General - Trades & Services,Trades And Services,1-3,Perak,2250.0
Management / Project Management - Construction,Construction,4-5,Kuala Lumpur,5750.0
General - Engineering,Engineering,10+,Penang,2750.0
HR / Recruitment Manager,Human Resources And Recruitment,6-10,Kuala Lumpur,17500.0
Financial Controller,Accounting,4-5,Penang,23500.0
Architect,Design And Architecture,1-3,Penang,4250.0
Chef / Kitchen Professional,Hospitality And Tourism,4-5,Sabah,2250.0
Customer Service Representative / Agent,Call Centre And Customer Service,1-3,Sarawak,1900.0
Hospitality Operations Staff,Hospitality And Tourism,1-3,Negeri Sembilan,2000.0
General - Sales,Sales,1-3,Melaka,5000.0
General - Advertising / Media,"Advertising, Arts And Media",1-3,Kuala Lumpur,4500.0
Administration & Assistance,Retail And Consumer Products,Intern/<1,Johor,2150.0
General - Marketing & Comms,Marketing And Communications,Intern/<1,Kuala Lumpur,3350.0
Brand & Communications,Marketing And Communications,1-3,Kuala Lumpur,3500.0
General - Administration,Administration And Office Support,Intern/<1,Johor,2400.0
Engineer,Engineering,1-3,Johor,2600.0
General - Agriculture & Conservation,"Farming, Animals And Conservation",4-5,Sabah,4500.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",Intern/<1,Johor,3250.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Terengganu,1500.0
Business Development / Corporate Sales,Sales,4-5,Penang,6750.0
General - Trades & Services,Trades And Services,10+,Sabah,2750.0
Inventory & Warehouse,"Manufacturing, Transport And Logistics",4-5,Selangor,5750.0
General - Accounting,Accounting,1-3,Johor,6700.0
Research & Development / Lab Science,Science And Technology,Intern/<1,Kelantan,2250.0
Direct Sales / Advisors / Consultants,Sales,1-3,Perak,2150.0
General - Accounting,Accounting,1-3,Melaka,2700.0
HR Executive,Human Resources And Recruitment,1-3,Negeri Sembilan,2650.0
Administration & Assistance,Retail And Consumer Products,1-3,Kedah,2050.0
Direct Sales / Advisors / Consultants,Sales,4-5,Johor,4850.0
Management / Project Management - Construction,Construction,1-3,Negeri Sembilan,3400.0
Internship - Administration,Administration And Office Support,Intern/<1,Selangor,1100.0
General - Administration,Administration And Office Support,1-3,Putrajaya,2500.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Sarawak,2700.0
Administrator / Office Executive,Administration And Office Support,1-3,Johor,5000.0
General - Advertising / Media,"Advertising, Arts And Media",4-5,Kuala Lumpur,7000.0
General - Trades & Services,Trades And Services,1-3,Selangor,3150.0
General - Marketing & Comms,Marketing And Communications,Intern/<1,Kuala Lumpur,2500.0
Supply Chain & Planning,"Manufacturing, Transport And Logistics",6-10,Penang,10000.0
General - Sales,Sales,6-10,Kuala Lumpur,3749.5
Admin / Support,Accounting,10+,Selangor,33520.0
General - Sales,Sales,1-3,Selangor,7083.333333333333
Direct Sales / Advisors / Consultants,Sales,1-3,Sabah,5000.0
General - Sales,Sales,Intern/<1,Negeri Sembilan,2850.0
Legal Operations & Support,Legal,1-3,Johor,3750.0
Management / Project Management - Construction,Construction,1-3,Selangor,2925.0
General - Accounting,Accounting,1-3,Kuala Lumpur,19000.0
General - Administration,Administration And Office Support,Intern/<1,Penang,2650.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Johor,3750.0
Admin / Support,Accounting,1-3,Johor,2450.0
Direct Sales / Advisors / Consultants,Sales,1-3,Kuala Lumpur,25000.0
Manufacturing Management,"Manufacturing, Transport And Logistics",4-5,Melaka,7000.0
General - Marketing & Comms,Marketing And Communications,1-3,Johor,5500.0
Logistics & Shipping,"Manufacturing, Transport And Logistics",1-3,Kuala Lumpur,4500.0
Admin Assistant / Clerk,Administration And Office Support,1-3,Negeri Sembilan,3000.0
Facilities & Building Management,Real Estate And Property,1-3,Kuala Lumpur,7500.0
Technician,Engineering,1-3,Selangor,7800.0
Business Development / Corporate Sales,Sales,4-5,Penang,5750.0
General - Sales,Sales,1-3,Sarawak,4500.0
Admin / Support,Education And Training,4-5,Kuala Lumpur,8500.0
General - Sales,Sales,1-3,Selangor,2700.0
Creative / Design,"Advertising, Arts And Media",1-3,Kuala Lumpur,2916.5
Management / Project Management - Construction,Construction,1-3,Terengganu,3500.0
Manufacturing Management,"Manufacturing, Transport And Logistics",4-5,Johor,7000.0
Manufacturing Management,"Manufacturing, Transport And Logistics",1-3,Penang,8500.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",4-5,Selangor,2850.0
Admin / Office Support,Hospitality And Tourism,1-3,Putrajaya,3000.0
Accountant / Full Set Accounting,Accounting,4-5,Melaka,5550.0
Engineering & Technical,"Manufacturing, Transport And Logistics",1-3,Melaka,3750.0
General - Sales,Sales,4-5,Perak,4100.0
Management / Leadership,Sales,10+,Kuala Lumpur,28749.5
Solution / Software Architect,Information And Communication Technology,1-3,Selangor,4000.0
General - Banking & Finance,Banking And Financial Services,Intern/<1,Kuala Lumpur,3650.0
HR / Recruitment Executive,Human Resources And Recruitment,1-3,Kuala Lumpur,3350.0
Marketing Operations & Support,Marketing And Communications,4-5,Kuala Lumpur,3500.0
General - Accounting,Accounting,4-5,Sarawak,2250.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Penang,2400.0
Marketing Operations & Support,Marketing And Communications,1-3,Johor,3900.0
Teacher / Educator,Education And Training,1-3,Negeri Sembilan,3350.0
Logistics & Shipping,"Manufacturing, Transport And Logistics",1-3,Selangor,2500.0
General - IT,Information And Communication Technology,1-3,Kuala Lumpur,950.0
IT Consultant,Information And Communication Technology,1-3,Kuala Lumpur,6000.0
Admin Assistant / Clerk,Administration And Office Support,Intern/<1,Perak,2400.0
HR Executive,Human Resources And Recruitment,1-3,Selangor,16760.0
Teacher / Educator,Education And Training,1-3,Johor,1650.0
Machine & Tooling,"Manufacturing, Transport And Logistics",1-3,Sarawak,1850.0
Talent Acquisition / Sourcing Specialist,Human Resources And Recruitment,1-3,Johor,3300.0
Inventory & Warehouse,"Manufacturing, Transport And Logistics",Intern/<1,Selangor,3000.0
Direct Sales / Advisors / Consultants,Sales,1-3,Perak,3500.0
Retail Management & Leadership,Retail And Consumer Products,1-3,Kelantan,2150.0
Content / Copywriting,"Advertising, Arts And Media",1-3,Sarawak,3000.0
Admin / Support,Engineering,Intern/<1,Johor,2650.0
Engineer,Engineering,1-3,Johor,3400.0
General - Engineering,Engineering,1-3,Perak,4600.0
Front Office / Guest Services,Hospitality And Tourism,Intern/<1,Kuala Lumpur,3250.0
Inventory & Warehouse,"Manufacturing, Transport And Logistics",1-3,Selangor,3250.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",1-3,Johor,2550.0
General - Marketing & Comms,Marketing And Communications,4-5,Kuala Lumpur,5500.0
General - Administration,Administration And Office Support,4-5,Selangor,6250.0
Management / Leadership,Sales,Intern/<1,Kuala Lumpur,3400.0
Production & Operations,"Manufacturing, Transport And Logistics",1-3,Sarawak,2250.0
Inventory & Warehouse,"Manufacturing, Transport And Logistics",1-3,Selangor,2650.0
General - Accounting,Accounting,4-5,Selangor,4950.0
Therapist / Physiotherapist,Healthcare And Medical,1-3,Johor,3500.0
General - Engineering,Engineering,1-3,Johor,10500.0
Business Development / Corporate Sales,Sales,1-3,Selangor,3900.0
Chef / Kitchen Professional,Hospitality And Tourism,1-3,Penang,3150.0
General - IT,Information And Communication Technology,4-5,Sarawak,3750.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Johor,1200.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Sarawak,2100.0
Audit / Internal Audit,Accounting,1-3,Johor,4650.0
Engineer,Engineering,10+,Kuala Lumpur,2750.0
Graphic / Visual Designer,Design And Architecture,Intern/<1,Selangor,2750.0
Audit / Internal Audit,Accounting,Intern/<1,Sarawak,2600.0
General - Customer Service,Call Centre And Customer Service,Intern/<1,Kuala Lumpur,4375.0
Audit / Internal Audit,Accounting,1-3,Johor,3750.0
Management / Project Management - Construction,Construction,4-5,Penang,5500.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",4-5,Selangor,3250.0
Production & Operations,"Manufacturing, Transport And Logistics",1-3,Perak,1700.0
Accountant / Full Set Accounting,Accounting,4-5,Selangor,4850.0
Engineer,Engineering,6-10,Selangor,7750.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",6-10,Selangor,3650.0
Logistics & Shipping,"Manufacturing, Transport And Logistics",1-3,Johor,3750.0
General - IT,Information And Communication Technology,Intern/<1,Kuala Lumpur,4650.0
Admin / Support,Education And Training,Intern/<1,Kuala Lumpur,2875.0
General - Accounting,Accounting,Intern/<1,Sabah,3250.0
Production & Operations,"Manufacturing, Transport And Logistics",1-3,Kelantan,1450.0
Management / Project Management - Construction,Construction,4-5,Kuala Lumpur,8500.0
General - Education,Education And Training,6-10,Kuala Lumpur,21997.500000000004
General - Banking & Finance,Banking And Financial Services,Intern/<1,Penang,3850.0
General - Retail,Retail And Consumer Products,4-5,Penang,4250.0
Management / Leadership,Sales,1-3,Kuala Lumpur,26187.500000000004
Admin / Support,Accounting,1-3,Perak,2150.0
Graphic / Visual Designer,Design And Architecture,1-3,Sabah,1849.5
Front Office / Guest Services,Hospitality And Tourism,Intern/<1,Penang,2050.0
Admin / Support,Accounting,Intern/<1,Penang,3150.0
General - IT,Information And Communication Technology,1-3,Kuala Lumpur,4375.0
Admin / Office Support,Hospitality And Tourism,1-3,Penang,3000.0
General - Marketing & Comms,Marketing And Communications,1-3,Kuala Lumpur,3400.0
General - Education,Education And Training,1-3,Selangor,1650.0
Administration & Support,Real Estate And Property,4-5,Sabah,3350.0
Engineer,Engineering,4-5,Melaka,4250.0
Administration & Support,Real Estate And Property,1-3,Melaka,2750.0
Engineer,Engineering,1-3,Johor,6150.0
Management / Leadership,Sales,1-3,Johor,9000.0
Pharmacist / Product Specialist,Healthcare And Medical,1-3,Johor,5500.0
Customer Experience / Specialist,Call Centre And Customer Service,1-3,Selangor,5000.0
Nurse,Healthcare And Medical,1-3,Perak,2650.0
Engineering & Technical,"Manufacturing, Transport And Logistics",Intern/<1,Johor,5000.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Perak,1900.0
Marketing & Brand / Content,Retail And Consumer Products,Intern/<1,Kuala Lumpur,5000.0
General - Retail,Retail And Consumer Products,10+,Kuala Lumpur,1749.5
Financial Controller,Accounting,Intern/<1,Selangor,2250.0
Graphic / Visual Designer,Design And Architecture,Intern/<1,Kedah,2500.0
Direct Sales / Advisors / Consultants,Sales,1-3,Sabah,3600.0
Manufacturing Executive,"Manufacturing, Transport And Logistics",1-3,Melaka,2550.0
Internship - HR & Recruitment,Human Resources And Recruitment,Intern/<1,Selangor,2450.0
General - Trades & Services,Trades And Services,1-3,Selangor,3700.0
Administration & Assistance,Retail And Consumer Products,1-3,Sabah,1850.0
Nurse,Healthcare And Medical,1-3,Melaka,1750.0
General - Hospitality & Tourism,Hospitality And Tourism,1-3,Kuala Lumpur,2650.0
Marketing Operations & Support,Marketing And Communications,4-5,Kuala Lumpur,4050.0
Content & Copywriting,Marketing And Communications,1-3,Kuala Lumpur,5625.0
Direct Sales / Advisors / Consultants,Sales,1-3,Sabah,1850.0
Management / Project Management - Construction,Construction,1-3,Kedah,3750.0
General - Administration,Administration And Office Support,10+,Sabah,3100.0
Drafting / Cad / Bim,Engineering,1-3,Sarawak,2350.0
General - Accounting,Accounting,6-10,Kuala Lumpur,12750.0
General - Sales,Sales,4-5,Penang,6000.0
General - IT,Information And Communication Technology,1-3,Perak,3250.0
Senior Finance Manager / Head Of Finance,Accounting,4-5,Johor,12500.0
Housekeeping / Room Attendant,Hospitality And Tourism,1-3,Sabah,1850.0
Technician,Engineering,Intern/<1,Selangor,2875.0
Receptionist / Front Desk,Administration And Office Support,1-3,Kuala Lumpur,3150.0
Teacher / Educator,Education And Training,1-3,Kuala Lumpur,4750.0
IT Support / Service Desk,Information And Communication Technology,1-3,Kuala Lumpur,9500.0
Management / Project Management - Construction,Construction,4-5,Penang,6000.0
HR Executive,Human Resources And Recruitment,6-10,Kuala Lumpur,7900.0
Manufacturing Administrative Support,"Manufacturing, Transport And Logistics",1-3,Selangor,2900.0
Engineer,Engineering,1-3,Johor,2825.0
Quality Assurance & Quality Control,"Manufacturing, Transport And Logistics",Intern/<1,Terengganu,1700.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",1-3,Kedah,2750.0
General - Engineering,Engineering,4-5,Selangor,3500.0
Direct Sales / Advisors / Consultants,Sales,1-3,Selangor,6000.0
Management / Project Management - Construction,Construction,4-5,Pahang,3350.0
Admin Assistant / Clerk,Administration And Office Support,10+,Kedah,1700.0
Secretary / Personal Assistant,Administration And Office Support,Intern/<1,Selangor,2100.0
General - Administration,Administration And Office Support,1-3,Johor,2600.0
General - Trades & Services,Trades And Services,1-3,Sarawak,3500.0
General - Sales,Sales,1-3,Sarawak,1600.0
General - Sales,Sales,1-3,Penang,3950.0
IT Manager,Information And Communication Technology,6-10,Melaka,9500.0
Technician,Engineering,Intern/<1,Kuala Lumpur,3650.0
General - Accounting,Accounting,10+,Penang,4200.0
Drafting / Cad / Bim,Engineering,1-3,Selangor,2800.0
General - Design & Architecture,Design And Architecture,1-3,Kuala Lumpur,4400.0
General - Sales,Sales,1-3,Terengganu,1850.0
General - Manufacturing & Logistics,"Manufacturing, Transport And Logistics",4-5,Perak,3000.0
Logistics & Shipping,"Manufacturing, Transport And Logistics",1-3,Johor,2100.0
General - Accounting,Accounting,1-3,Kuala Lumpur,25000.0
Procurement & Purchasing,"Manufacturing, Transport And Logistics",1-3,Johor,5000.0
Marketing Operations & Support,Marketing And Communications,1-3,Penang,1100.0
General - Accounting,Accounting,Intern/<1,Kuala Lumpur,5750.0
Marketing Management & Leadership,Marketing And Communications,1-3,Melaka,3750.0
Internship - Accounting,Accounting,Intern/<1,Kuala Lumpur,700.0
Administration & Support,Real Estate And Property,Intern/<1,Johor,3450.0
Teacher / Educator,Education And Training,10+,Kuala Lumpur,3100.0
General - IT,Information And Communication Technology,6-10,Pahang,8500.0
Graphic / Visual Designer,Design And Architecture,1-3,Sabah,1850.0
General - Sales,Sales,1-3,Johor,6875.0
Management / Leadership,Sales,1-3,Selangor,16500.0
Management & Leadership,Real Estate And Property,1-3,Kuala Lumpur,708.3333333333334
General - Engineering,Engineering,1-3,Perak,5000.0
Graphic / Visual Designer,Design And Architecture,Intern/<1,Selangor,3500.0
Logistics & Shipping,"Manufacturing, Transport And Logistics",1-3,Penang,4000.0
Manufacturing Management,"Manufacturing, Transport And Logistics",4-5,Selangor,8750.0
